size(bytes),time(ns),Threads,Stride,StrideSize,
0,2.41103,2,yes,64,
64,9.01873,2,yes,64,
128,25.6399,2,yes,64,
192,45.5282,2,yes,64,
256,47.7951,2,yes,64,
320,43.7196,2,yes,64,
384,44.9822,2,yes,64,
448,48.883,2,yes,64,
512,58.0069,2,yes,64,
576,50.5933,2,yes,64,
640,51.2875,2,yes,64,
704,49.7584,2,yes,64,
768,52.5314,2,yes,64,
832,57.2975,2,yes,64,
896,59.469,2,yes,64,
960,59.4959,2,yes,64,
1024,57.269,2,yes,64,
