size(bytes),time(ns),Threads,Stride,StrideSize,
0,3.59236,16,yes,64,
64,35.366,16,yes,64,
128,64.3701,16,yes,64,
192,71.7505,16,yes,64,
256,77.1638,16,yes,64,
320,76.5864,16,yes,64,
384,78.6784,16,yes,64,
448,89.5104,16,yes,64,
512,138.573,16,yes,64,
576,90.5484,16,yes,64,
640,98.7254,16,yes,64,
704,106.09,16,yes,64,
768,104.306,16,yes,64,
832,104.22,16,yes,64,
896,106.457,16,yes,64,
960,106.504,16,yes,64,
1024,168.86,16,yes,64,
