size(bytes),time(ns),Threads,Stride,StrideSize,
0,4.35438,4,yes,64,
64,20.5426,4,yes,64,
128,33.4351,4,yes,64,
192,50.7481,4,yes,64,
256,55.1644,4,yes,64,
320,56.3693,4,yes,64,
384,56.2494,4,yes,64,
448,57.4797,4,yes,64,
512,76.467,4,yes,64,
576,61.0721,4,yes,64,
640,58.9767,4,yes,64,
704,62.5146,4,yes,64,
768,64.4285,4,yes,64,
832,64.7838,4,yes,64,
896,64.1995,4,yes,64,
960,64.7512,4,yes,64,
1024,88.5394,4,yes,64,
