size(bytes),time(ns),Threads,Stride,StrideSize,
0,4.23589,2,yes,64,
64,9.85798,2,yes,64,
128,20.3334,2,yes,64,
192,40.134,2,yes,64,
256,42.9875,2,yes,64,
320,43.6557,2,yes,64,
384,44.7839,2,yes,64,
448,47.2999,2,yes,64,
512,56.08,2,yes,64,
576,46.1438,2,yes,64,
640,47.7555,2,yes,64,
704,49.5046,2,yes,64,
768,51.6814,2,yes,64,
832,51.5144,2,yes,64,
896,51.8443,2,yes,64,
960,55.5962,2,yes,64,
1024,61.632,2,yes,64,
